id,text,cleaned_text,tagged_text,lid_sequence,sentiment,label,platform,source,n_sinhala,n_english,n_emoji,cmi,is_code_mixed
4192,Departhamenthuwen kohomath karanawa oya wedea amathi awath nawath,Departhamenthuwen kohomath karanawa oya wedea amathi awath nawath,Departhamenthuwen[EN] kohomath[EN] karanawa[EN] oya[EN] wedea[EN] amathi[EN] awath[EN] nawath[EN],EN EN EN EN EN EN EN EN,neutral,2,facebook,ජොනි බට්ටෝ,0,8,0,0.0,False
1542,man oke novel eka kiyawala thiyenawa oya dana reviews godak lassanai,man oke novel eka kiyawala thiyenawa oya dana reviews godak lassanai,man[EN] oke[EN] novel[EN] eka[EN] kiyawala[EN] thiyenawa[EN] oya[EN] dana[EN] reviews[EN] godak[EN] lassanai[EN],EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,BimpCtMpUzI,0,11,0,0.0,False
2949,asadarana ta return hambela,asadarana ta return hambela,asadarana[EN] ta[EN] return[EN] hambela[EN],EN EN EN EN,neutral,2,youtube,jbkuqT7k3Bg,0,4,0,0.0,False
5251,Kridakayage namath danna one neda,Kridakayage namath danna one neda,Kridakayage[EN] namath[EN] danna[EN] one[EN] neda[EN],EN EN EN EN EN,neutral,2,facebook,Hiru Gossip,0,5,0,0.0,False
700,nihathamanikama hodai budusaranai oyata,nihathamanikama hodai budusaranai oyata,nihathamanikama[EN] hodai[EN] budusaranai[EN] oyata[EN],EN EN EN EN,positive,0,youtube,3xyuCoUtZ28,0,4,0,0.0,False
904,temu eken orders 3k damma 3n 2kma nikam hambune mokada dawas pahu wela awe,temu eken orders 3k damma 3n 2kma nikam hambune mokada dawas pahu wela awe,temu[EN] eken[EN] orders[EN] 3k[EN] damma[EN] 3n[EN] 2kma[EN] nikam[EN] hambune[EN] mokada[EN] dawas[EN] pahu[EN] wela[EN] awe[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN,neutral,2,youtube,SOaNw2qrK6M,0,14,0,0.0,False
4846,Eka uge patta karumyk,Eka uge patta karumyk,Eka[EN] uge[EN] patta[EN] karumyk[EN],EN EN EN EN,negative,1,facebook,Hiru Gossip,0,4,0,0.0,False
2314,oyage katawa marama supiri aththa lankawe minissu hadanna ba good job,oyage katawa marama supiri aththa lankawe minissu hadanna ba good job,oyage[EN] katawa[EN] marama[EN] supiri[EN] aththa[EN] lankawe[EN] minissu[EN] hadanna[EN] ba[EN] good[EN] job[EN],EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,k7ZRvzhKVfc,0,11,0,0.0,False
3079,ac fan api hondin innawa anyway video eka hodai danuwath kirima watinawa,ac fan api hondin innawa anyway video eka hodai danuwath kirima watinawa,ac[EN] fan[EN] api[EN] hondin[EN] innawa[EN] anyway[EN] video[EN] eka[EN] hodai[EN] danuwath[EN] kirima[EN] watinawa[EN],EN EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,U_sA-qpgqiE,0,12,0,0.0,False
534,pissan kotuwata dapan mamawa,pissan kotuwata dapan mamawa,pissan[EN] kotuwata[EN] dapan[EN] mamawa[EN],EN EN EN EN,negative,1,youtube,zjFMXRAOWH4,0,4,0,0.0,False
4768,alakaman data ena ayatath fan denne singer eken da,alakaman data ena ayatath fan denne singer eken da,alakaman[EN] data[EN] ena[EN] ayatath[EN] fan[EN] denne[EN] singer[EN] eken[EN] da[EN],EN EN EN EN EN EN EN EN EN,neutral,2,facebook,Hiru Gossip,0,9,0,0.0,False
3842,important programme ekak society ekata watinawa distance thiyaganna hoday,important programme ekak society ekata watinawa distance thiyaganna hoday,important[EN] programme[EN] ekak[EN] society[EN] ekata[EN] watinawa[EN] distance[EN] thiyaganna[EN] hoday[EN],EN EN EN EN EN EN EN EN EN,positive,0,youtube,M97kzYWSMxM,0,9,0,0.0,False
2044,mamath balagena innawa campus rag ekata hodin face karnna samaharu kiuwa campus danna epa rag nisa kiyala eunata kohewath yana kattiyak nisa api ape parents lage hina boda karanna oni na thank you profapita shakthiyaak wenawata,mamath balagena innawa campus rag ekata hodin face karnna samaharu kiuwa campus danna epa rag nisa kiyala eunata kohewath yana kattiyak nisa api ape parents lage hina boda karanna oni na thank you profapita shakthiyaak wenawata,mamath[EN] balagena[EN] innawa[EN] campus[EN] rag[EN] ekata[EN] hodin[EN] face[EN] karnna[EN] samaharu[EN] kiuwa[EN] campus[EN] danna[EN] epa[EN] rag[EN] nisa[EN] kiyala[EN] eunata[EN] kohewath[EN] yana[EN] kattiyak[EN] nisa[EN] api[EN] ape[EN] parents[EN] lage[EN] hina[EN] boda[EN] karanna[EN] oni[EN] na[EN] thank[EN] you[EN] profapita[EN] shakthiyaak[EN] wenawata[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN,neutral,2,youtube,aEc0vmpWv2g,0,36,0,0.0,False
3978,නවලෝකේන් බෙහෙතුත් ගත්තා ඒත් හරියන්නේ නෑ doctor ලබන අවුරුද්දේ al bio කරන්නේ,නවලෝකේන් බෙහෙතුත් ගත්තා ඒත් හරියන්නේ නෑ doctor ලබන අවුරුද්දේ al bio කරන්නේ,නවලෝකේන්[SI] බෙහෙතුත්[SI] ගත්තා[SI] ඒත්[SI] හරියන්නේ[SI] නෑ[SI] doctor[EN] ලබන[SI] අවුරුද්දේ[SI] al[EN] bio[EN] කරන්නේ[SI],SI SI SI SI SI SI EN SI SI EN EN SI,negative,1,youtube,WvWXAZKt8mk,9,3,0,0.25,True
4593,Amma lassanai dennama eka wage,Amma lassanai dennama eka wage,Amma[EN] lassanai[EN] dennama[EN] eka[EN] wage[EN],EN EN EN EN EN,positive,0,facebook,Actress Mics,0,5,0,0.0,False
651,pinwanthayooo dewiyo mwanne wisheshama widiyata oyawa mawwa wage,pinwanthayoo dewiyo mwanne wisheshama widiyata oyawa mawwa wage,pinwanthayoo[EN] dewiyo[EN] mwanne[EN] wisheshama[EN] widiyata[EN] oyawa[EN] mawwa[EN] wage[EN],EN EN EN EN EN EN EN EN,positive,0,youtube,bOtjlhwEffo,0,8,0,0.0,False
3699,yash පැංචි ඔයා හරිම lucky girl කෙනෙක්,yash පැංචි ඔයා හරිම lucky girl කෙනෙක්,yash[EN] පැංචි[SI] ඔයා[SI] හරිම[SI] lucky[EN] girl[EN] කෙනෙක්[SI],EN SI SI SI EN EN SI,positive,0,youtube,akVPGPY1Iuk,4,3,0,0.4286,True
2166,thawa thawath me wage video aran enna,thawa thawath me wage video aran enna,thawa[EN] thawath[EN] me[EN] wage[EN] video[EN] aran[EN] enna[EN],EN EN EN EN EN EN EN,neutral,2,youtube,qKprWU4sIlg,0,7,0,0.0,False
1397,video eka balala mage jeewitheta godak watinawa thanks,video eka balala mage jeewitheta godak watinawa thanks,video[EN] eka[EN] balala[EN] mage[EN] jeewitheta[EN] godak[EN] watinawa[EN] thanks[EN],EN EN EN EN EN EN EN EN,positive,0,youtube,k7ZRvzhKVfc,0,8,0,0.0,False
1458,finland enne kohomada kochchara cost ekak yanawada,finland enne kohomada kochchara cost ekak yanawada,finland[EN] enne[EN] kohomada[EN] kochchara[EN] cost[EN] ekak[EN] yanawada[EN],EN EN EN EN EN EN EN,neutral,2,youtube,DUVl8vPGqmc,0,7,0,0.0,False
870,mata mage palaweni adare mathakai,mata mage palaweni adare mathakai,mata[EN] mage[EN] palaweni[EN] adare[EN] mathakai[EN],EN EN EN EN EN,neutral,2,youtube,tXzXU3YqskE,0,5,0,0.0,False
211,ape vayangoda lump rices ekak tiyanawa patta owa monawada 1200 poshan eka 3 denak kanna puluwan vaynjan 6 vitara tiyanawa supiri,ape vayangoda lump rices ekak tiyanawa patta owa monawada 1200 poshan eka 3 denak kanna puluwan vaynjan 6 vitara tiyanawa supiri,ape[EN] vayangoda[EN] lump[EN] rices[EN] ekak[EN] tiyanawa[EN] patta[EN] owa[EN] monawada[EN] 1200[NUM] poshan[EN] eka[EN] 3[NUM] denak[EN] kanna[EN] puluwan[EN] vaynjan[EN] 6[NUM] vitara[EN] tiyanawa[EN] supiri[EN],EN EN EN EN EN EN EN EN EN NUM EN EN NUM EN EN EN EN NUM EN EN EN,positive,0,youtube,zj1ou3jejHo,0,18,0,0.0,False
863,meka patta,meka patta,meka[EN] patta[EN],EN EN,positive,0,youtube,tXzXU3YqskE,0,2,0,0.0,False
4382,Dan order krnna bane apita ane,Dan order krnna bane apita ane,Dan[EN] order[EN] krnna[EN] bane[EN] apita[EN] ane[EN],EN EN EN EN EN EN,negative,1,facebook,Hiru Gossip,0,6,0,0.0,False
1120,mata me hamuduruwange number eka denna puluwanda,mata me hamuduruwange number eka denna puluwanda,mata[EN] me[EN] hamuduruwange[EN] number[EN] eka[EN] denna[EN] puluwanda[EN],EN EN EN EN EN EN EN,neutral,2,youtube,5d95qN7XZug,0,7,0,0.0,False
3471,order okkoma awa daraz ela,order okkoma awa daraz ela,order[EN] okkoma[EN] awa[EN] daraz[EN] ela[EN],EN EN EN EN EN,positive,0,youtube,MP95e4U33SI,0,5,0,0.0,False
5565,Cha Thu wage katha walata wada action ganna oni,Cha Thu wage katha walata wada action ganna oni,Cha[EN] Thu[EN] wage[EN] katha[EN] walata[EN] wada[EN] action[EN] ganna[EN] oni[EN],EN EN EN EN EN EN EN EN EN,neutral,2,facebook,Local Discussion Page,0,9,0,0.0,False
5640,gas walata karanna puluwan deyak na ewa winasa kaloth minissu winasa wenawa,gas walata karanna puluwan deyak na ewa winasa kaloth minissu winasa wenawa,gas[EN] walata[EN] karanna[EN] puluwan[EN] deyak[EN] na[EN] ewa[EN] winasa[EN] kaloth[EN] minissu[EN] winasa[EN] wenawa[EN],EN EN EN EN EN EN EN EN EN EN EN EN,neutral,2,facebook,වි චා ර ක යා,0,12,0,0.0,False
720,pavidi weeme asawa thawath wedi una oba meniyani obawahanseta niwana dura nowewa,pavidi weeme asawa thawath wedi una oba meniyani obawahanseta niwana dura nowewa,pavidi[EN] weeme[EN] asawa[EN] thawath[EN] wedi[EN] una[EN] oba[EN] meniyani[EN] obawahanseta[EN] niwana[EN] dura[EN] nowewa[EN],EN EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,3vZbh2wOouc,0,12,0,0.0,False
898,akki mata wasara 10 mama oyage videos asawen balanawa,akki mata wasara 10 mama oyage videos asawen balanawa,akki[EN] mata[EN] wasara[EN] 10[NUM] mama[EN] oyage[EN] videos[EN] asawen[EN] balanawa[EN],EN EN EN NUM EN EN EN EN EN,positive,0,youtube,SOaNw2qrK6M,0,8,0,0.0,False
3689,happy birthday yash penchiii ඔයා තරම් lucky girl කෙනෙක් මෙ ලොකෙ නැතුව ඇති,happy birthday yash penchii ඔයා තරම් lucky girl කෙනෙක් මෙ ලොකෙ නැතුව ඇති,happy[EN] birthday[EN] yash[EN] penchii[EN] ඔයා[SI] තරම්[SI] lucky[EN] girl[EN] කෙනෙක්[SI] මෙ[SI] ලොකෙ[SI] නැතුව[SI] ඇති[SI],EN EN EN EN SI SI EN EN SI SI SI SI SI,positive,0,youtube,akVPGPY1Iuk,7,6,0,0.4615,True
4398,Iya bn ubanam mara perethai ekko oka thaniyama kranna oni ara podi ekawa gedara thiyala neththam eyatath ethiwenna kanna denna oni,Iya bn ubanam mara perethai ekko oka thaniyama kranna oni ara podi ekawa gedara thiyala neththam eyatath ethiwenna kanna denna oni,Iya[EN] bn[EN] ubanam[EN] mara[EN] perethai[EN] ekko[EN] oka[EN] thaniyama[EN] kranna[EN] oni[EN] ara[EN] podi[EN] ekawa[EN] gedara[EN] thiyala[EN] neththam[EN] eyatath[EN] ethiwenna[EN] kanna[EN] denna[EN] oni[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN,negative,1,facebook,Hiru Gossip,0,21,0,0.0,False
3128,oya surgeries kale mona country ekeda aiye,oya surgeries kale mona country ekeda aiye,oya[EN] surgeries[EN] kale[EN] mona[EN] country[EN] ekeda[EN] aiye[EN],EN EN EN EN EN EN EN,neutral,2,youtube,uxufj5YvsiA,0,7,0,0.0,False
2400,finland wage rataka jiwath wenna asai,finland wage rataka jiwath wenna asai,finland[EN] wage[EN] rataka[EN] jiwath[EN] wenna[EN] asai[EN],EN EN EN EN EN EN,neutral,2,youtube,DUVl8vPGqmc,0,6,0,0.0,False
4786,kat ariyoth iwara nisa porata kiyana dewal dila ne,kat ariyoth iwara nisa porata kiyana dewal dila ne,kat[EN] ariyoth[EN] iwara[EN] nisa[EN] porata[EN] kiyana[EN] dewal[EN] dila[EN] ne[EN],EN EN EN EN EN EN EN EN EN,negative,1,facebook,Hiru Gossip,0,9,0,0.0,False
3525,godak watinawa video eka thanks bro,godak watinawa video eka thanks bro,godak[EN] watinawa[EN] video[EN] eka[EN] thanks[EN] bro[EN],EN EN EN EN EN EN,positive,0,youtube,H_YTWy-H9UA,0,6,0,0.0,False
1076,oya pakayata buddagama gena katha karanna thiyena aithiya mokadda,oya pakayata buddagama gena katha karanna thiyena aithiya mokadda,oya[EN] pakayata[EN] buddagama[EN] gena[EN] katha[EN] karanna[EN] thiyena[EN] aithiya[EN] mokadda[EN],EN EN EN EN EN EN EN EN EN,negative,1,youtube,VZZSOnPZLsE,0,9,0,0.0,False
2397,oyala denna lassanai videos balanawa asawen,oyala denna lassanai videos balanawa asawen,oyala[EN] denna[EN] lassanai[EN] videos[EN] balanawa[EN] asawen[EN],EN EN EN EN EN EN,positive,0,youtube,DUVl8vPGqmc,0,6,0,0.0,False
4880,Weshwa mathawata අනේක වාරයක් esthuthi wantha වේවා,Weshwa mathawata අනේක වාරයක් esthuthi wantha වේවා,Weshwa[EN] mathawata[EN] අනේක[SI] වාරයක්[SI] esthuthi[EN] wantha[EN] වේවා[SI],EN EN SI SI EN EN SI,positive,0,facebook,Gossip Bro,3,4,0,0.4286,True
5645,jathiyak agamak nathi aya inne,jathiyak agamak nathi aya inne,jathiyak[EN] agamak[EN] nathi[EN] aya[EN] inne[EN],EN EN EN EN EN,negative,1,facebook,වි චා ර ක යා,0,5,0,0.0,False
2232,bulk ganna thanak thiyenawanam details denna,bulk ganna thanak thiyenawanam details denna,bulk[EN] ganna[EN] thanak[EN] thiyenawanam[EN] details[EN] denna[EN],EN EN EN EN EN EN,neutral,2,youtube,QL2J3Va-fJM,0,6,0,0.0,False
1155,ane mage daruwage rogayata udau karannako,ane mage daruwage rogayata udau karannako,ane[EN] mage[EN] daruwage[EN] rogayata[EN] udau[EN] karannako[EN],EN EN EN EN EN EN,negative,1,youtube,bB5s5930vwE,0,6,0,0.0,False
3926,masha allha kiyanakotath adenawa apita,masha allha kiyanakotath adenawa apita,masha[EN] allha[EN] kiyanakotath[EN] adenawa[EN] apita[EN],EN EN EN EN EN,positive,0,youtube,kfT2qaBG4L8,0,5,0,0.0,False
4662,සුපිරිම ට්‍රැවලින් සෙට් එකත් එක්ක ගිය අහිංසක මමයි නෝනයී,සුපිරිම ට්‍රැවලින් සෙට් එකත් එක්ක ගිය අහිංසක මමයි නෝනයී,සුපිරිම[SI] ට්‍රැවලින්[SI] සෙට්[SI] එකත්[SI] එක්ක[SI] ගිය[SI] අහිංසක[SI] මමයි[SI] නෝනයී[SI],SI SI SI SI SI SI SI SI SI,positive,0,facebook,Travel Weekend,9,0,0,0.0,False
5776,Ikmaninma hodatama sanipa wenna kiyala prarthana karanawa,Ikmaninma hodatama sanipa wenna kiyala prarthana karanawa,Ikmaninma[EN] hodatama[EN] sanipa[EN] wenna[EN] kiyala[EN] prarthana[EN] karanawa[EN],EN EN EN EN EN EN EN,positive,0,facebook,Social Media Feed,0,7,0,0.0,False
2721,adarei oyata devi pitai,adarei oyata devi pitai,adarei[EN] oyata[EN] devi[EN] pitai[EN],EN EN EN EN,positive,0,youtube,tdB0BZ_8z2M,0,4,0,0.0,False
5686,hoda wede sudawa support karana ayath inne kiyala hithenawa,hoda wede sudawa support karana ayath inne kiyala hithenawa,hoda[EN] wede[EN] sudawa[EN] support[EN] karana[EN] ayath[EN] inne[EN] kiyala[EN] hithenawa[EN],EN EN EN EN EN EN EN EN EN,positive,0,facebook,වි චා ර ක යා,0,9,0,0.0,False
4843,මැරිච්ච දරුවට ඉන්න දෙන්න දැන් ඉතිං අම්මෝ ඔස්තාර්ලගේ comments බලන්න ගියහම එපා වෙනවා,මැරිච්ච දරුවට ඉන්න දෙන්න දැන් ඉතිං අම්මෝ ඔස්තාර්ලගේ comments බලන්න ගියහම එපා වෙනවා,මැරිච්ච[SI] දරුවට[SI] ඉන්න[SI] දෙන්න[SI] දැන්[SI] ඉතිං[SI] අම්මෝ[SI] ඔස්තාර්ලගේ[SI] comments[EN] බලන්න[SI] ගියහම[SI] එපා[SI] වෙනවා[SI],SI SI SI SI SI SI SI SI EN SI SI SI SI,negative,1,facebook,Hiru Gossip,12,1,0,0.0769,True
1686,budu saranai duwa oba niroge wewa ratata oba menikak,budu saranai duwa oba niroge wewa ratata oba menikak,budu[EN] saranai[EN] duwa[EN] oba[EN] niroge[EN] wewa[EN] ratata[EN] oba[EN] menikak[EN],EN EN EN EN EN EN EN EN EN,positive,0,youtube,bOtjlhwEffo,0,9,0,0.0,False
358,youth එකෙන් කොපි කලා නෙ,youth එකෙන් කොපි කලා නෙ,youth[EN] එකෙන්[SI] කොපි[SI] කලා[SI] නෙ[SI],EN SI SI SI SI,neutral,2,youtube,TDBbX0AsYi0,4,1,0,0.2,True
3422,koombiyo eketh inne ftt horu badu ehata enawa eth ethanin denne nemi,koombiyo eketh inne ftt horu badu ehata enawa eth ethanin denne nemi,koombiyo[EN] eketh[EN] inne[EN] ftt[EN] horu[EN] badu[EN] ehata[EN] enawa[EN] eth[EN] ethanin[EN] denne[EN] nemi[EN],EN EN EN EN EN EN EN EN EN EN EN EN,negative,1,youtube,MP95e4U33SI,0,12,0,0.0,False
2300,ane math ninda yanne neha ekamai me video eka dekke thanks,ane math ninda yanne neha ekamai me video eka dekke thanks,ane[EN] math[EN] ninda[EN] yanne[EN] neha[EN] ekamai[EN] me[EN] video[EN] eka[EN] dekke[EN] thanks[EN],EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,GhQmrW4LoBQ,0,11,0,0.0,False
2887,wow හරිම ලස්සනයි යොහානි congratulations,wow හරිම ලස්සනයි යොහානි congratulations,wow[EN] හරිම[SI] ලස්සනයි[SI] යොහානි[SI] congratulations[EN],EN SI SI SI EN,positive,0,youtube,0q-aB1s0tKE,3,2,0,0.4,True
2550,හරි සතුටුයි prasanna ඇමති තුමා ගැන ඔබට තෙරූවන් සරණ දෙවි පිහිට,හරි සතුටුයි prasanna ඇමති තුමා ගැන ඔබට තෙරූවන් සරණ දෙවි පිහිට,හරි[SI] සතුටුයි[SI] prasanna[EN] ඇමති[SI] තුමා[SI] ගැන[SI] ඔබට[SI] තෙරූවන්[SI] සරණ[SI] දෙවි[SI] පිහිට[SI],SI SI EN SI SI SI SI SI SI SI SI,neutral,2,youtube,R9ZKk0W2zvA,10,1,0,0.0909,True
75,අයියේ ඔයාගෙ python පාඩම් ටික නම් සුපිරියට තේරෙනව ඒ වගේ තව famous computer language එකක් කියලා දෙන්න,අයියේ ඔයාගෙ python පාඩම් ටික නම් සුපිරියට තේරෙනව ඒ වගේ තව famous computer language එකක් කියලා දෙන්න,අයියේ[SI] ඔයාගෙ[SI] python[EN] පාඩම්[SI] ටික[SI] නම්[SI] සුපිරියට[SI] තේරෙනව[SI] ඒ[SI] වගේ[SI] තව[SI] famous[EN] computer[EN] language[EN] එකක්[SI] කියලා[SI] දෙන්න[SI],SI SI EN SI SI SI SI SI SI SI SI EN EN EN SI SI SI,neutral,2,youtube,D23u04Lehdg,13,4,0,0.2353,True
1343,thank you very much meka thamai hoya hoya hitiye,thank you very much meka thamai hoya hoya hitiye,thank[EN] you[EN] very[EN] much[EN] meka[EN] thamai[EN] hoya[EN] hoya[EN] hitiye[EN],EN EN EN EN EN EN EN EN EN,positive,0,youtube,HOd9I3wSc2A,0,9,0,0.0,False
3951,mata kauruth balan iddi akuru liyanna ba meka manasika ledakda atha weulanawa hithata bayak denenawa mekata wisdumak denna,mata kauruth balan iddi akuru liyanna ba meka manasika ledakda atha weulanawa hithata bayak denenawa mekata wisdumak denna,mata[EN] kauruth[EN] balan[EN] iddi[EN] akuru[EN] liyanna[EN] ba[EN] meka[EN] manasika[EN] ledakda[EN] atha[EN] weulanawa[EN] hithata[EN] bayak[EN] denenawa[EN] mekata[EN] wisdumak[EN] denna[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN,negative,1,youtube,q-wazEOUr-s,0,18,0,0.0,False
4810,wathura genna pls,wathura genna pls,wathura[EN] genna[EN] pls[EN],EN EN EN,neutral,2,facebook,Hiru Gossip,0,3,0,0.0,False
629,nagee ena ayata eersha karanna eka me rate naaki deshapaluntath thiyena ledak ape amma kiyana kenatath e lede thiyenawa,nagee ena ayata eersha karanna eka me rate naaki deshapaluntath thiyena ledak ape amma kiyana kenatath e lede thiyenawa,nagee[EN] ena[EN] ayata[EN] eersha[EN] karanna[EN] eka[EN] me[EN] rate[EN] naaki[EN] deshapaluntath[EN] thiyena[EN] ledak[EN] ape[EN] amma[EN] kiyana[EN] kenatath[EN] e[EN] lede[EN] thiyenawa[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN,negative,1,youtube,knlwFu-oXEM,0,19,0,0.0,False
3402,bohoma sthuthie miss mawage dewal kiya dena aya adoi godak sthuthie god bless you,bohoma sthuthie miss mawage dewal kiya dena aya adoi godak sthuthie god bless you,bohoma[EN] sthuthie[EN] miss[EN] mawage[EN] dewal[EN] kiya[EN] dena[EN] aya[EN] adoi[EN] godak[EN] sthuthie[EN] god[EN] bless[EN] you[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,AVWGTYHH1_I,0,14,0,0.0,False
5383,Munta nugath kama ismathuwelama penawa bro,Munta nugath kama ismathuwelama penawa bro,Munta[EN] nugath[EN] kama[EN] ismathuwelama[EN] penawa[EN] bro[EN],EN EN EN EN EN EN,negative,1,facebook,Social Media Feed,0,6,0,0.0,False
3849,akke muna glow wenna serum mokakda,akke muna glow wenna serum mokakda,akke[EN] muna[EN] glow[EN] wenna[EN] serum[EN] mokakda[EN],EN EN EN EN EN EN,neutral,2,youtube,x5bQ_PG3B6k,0,6,0,0.0,False
978,tiktok karana eungei me kellagei athi wenasa balannawada gath demapiyange wadagath duwek jaya wewa puthe,tiktok karana eungei me kellagei athi wenasa balannawada gath demapiyange wadagath duwek jaya wewa puthe,tiktok[EN] karana[EN] eungei[EN] me[EN] kellagei[EN] athi[EN] wenasa[EN] balannawada[EN] gath[EN] demapiyange[EN] wadagath[EN] duwek[EN] jaya[EN] wewa[EN] puthe[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN,positive,0,youtube,l_zTYH80pNo,0,15,0,0.0,False
4895,Balanko eketh hati dan eyala pala dila thiyena vidiha,Balanko eketh hati dan eyala pala dila thiyena vidiha,Balanko[EN] eketh[EN] hati[EN] dan[EN] eyala[EN] pala[EN] dila[EN] thiyena[EN] vidiha[EN],EN EN EN EN EN EN EN EN EN,negative,1,facebook,Hiru Gossip,0,9,0,0.0,False
2575,පාර්ලිමේන්තුවේ මේ වගේ bullets ඉන්නවා නම් ආයේ රට යන දිශාව ගැන ලොවෙත් බය වෙන්න දෙයක් නෑ,පාර්ලිමේන්තුවේ මේ වගේ bullets ඉන්නවා නම් ආයේ රට යන දිශාව ගැන ලොවෙත් බය වෙන්න දෙයක් නෑ,පාර්ලිමේන්තුවේ[SI] මේ[SI] වගේ[SI] bullets[EN] ඉන්නවා[SI] නම්[SI] ආයේ[SI] රට[SI] යන[SI] දිශාව[SI] ගැන[SI] ලොවෙත්[SI] බය[SI] වෙන්න[SI] දෙයක්[SI] නෑ[SI],SI SI SI EN SI SI SI SI SI SI SI SI SI SI SI SI,neutral,2,youtube,R9ZKk0W2zvA,15,1,0,0.0625,True
716,oba thumata meweni wedasatahan digin digatama karanna lebewaa,oba thumata meweni wedasatahan digin digatama karanna lebewaa,oba[EN] thumata[EN] meweni[EN] wedasatahan[EN] digin[EN] digatama[EN] karanna[EN] lebewaa[EN],EN EN EN EN EN EN EN EN,positive,0,youtube,3vZbh2wOouc,0,8,0,0.0,False
3213,aiyoooo deiyane monawada me e dennata hoda wenna puluwan godak minissu owata kamathi naha,aiyoo deiyane monawada me e dennata hoda wenna puluwan godak minissu owata kamathi naha,aiyoo[EN] deiyane[EN] monawada[EN] me[EN] e[EN] dennata[EN] hoda[EN] wenna[EN] puluwan[EN] godak[EN] minissu[EN] owata[EN] kamathi[EN] naha[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN,negative,1,youtube,AO4xSjleAOM,0,14,0,0.0,False
732,bawdda samata mehenen wahanse adarsayak,bawdda samata mehenen wahanse adarsayak,bawdda[EN] samata[EN] mehenen[EN] wahanse[EN] adarsayak[EN],EN EN EN EN EN,positive,0,youtube,3vZbh2wOouc,0,5,0,0.0,False
5731,oya manussayata daduwama denna one kiyala hithenawa,oya manussayata daduwama denna one kiyala hithenawa,oya[EN] manussayata[EN] daduwama[EN] denna[EN] one[EN] kiyala[EN] hithenawa[EN],EN EN EN EN EN EN EN,negative,1,facebook,වි චා ර ක යා,0,7,0,0.0,False
4014,ane doctar mage oluwa helawenakota navila innakota godak rirenawa ai e,ane doctar mage oluwa helawenakota navila innakota godak rirenawa ai e,ane[EN] doctar[EN] mage[EN] oluwa[EN] helawenakota[EN] navila[EN] innakota[EN] godak[EN] rirenawa[EN] ai[EN] e[EN],EN EN EN EN EN EN EN EN EN EN EN,negative,1,youtube,WvWXAZKt8mk,0,11,0,0.0,False
566,piumge kathawa asuwa adi budusarni,piumge kathawa asuwa adi budusarni,piumge[EN] kathawa[EN] asuwa[EN] adi[EN] budusarni[EN],EN EN EN EN EN,positive,0,youtube,lhAaXVYT4es,0,5,0,0.0,False
2431,katha karanne hadawathinmai,katha karanne hadawathinmai,katha[EN] karanne[EN] hadawathinmai[EN],EN EN EN,neutral,2,youtube,R9ZKk0W2zvA,0,3,0,0.0,False
2460,patta adambarai,patta adambarai,patta[EN] adambarai[EN],EN EN,positive,0,youtube,R9ZKk0W2zvA,0,2,0,0.0,False
1598,ara pora ugannala kiyala penawa podi eka kata karaddi mama hithanne kata padam karala kiyanne,ara pora ugannala kiyala penawa podi eka kata karaddi mama hithanne kata padam karala kiyanne,ara[EN] pora[EN] ugannala[EN] kiyala[EN] penawa[EN] podi[EN] eka[EN] kata[EN] karaddi[EN] mama[EN] hithanne[EN] kata[EN] padam[EN] karala[EN] kiyanne[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN EN,neutral,2,youtube,zjFMXRAOWH4,0,15,0,0.0,False
4855,Ok e karapu wadeta oka sawalen ain karanna sidda wenna ona wadikal yanna kalin,Ok e karapu wadeta oka sawalen ain karanna sidda wenna ona wadikal yanna kalin,Ok[EN] e[EN] karapu[EN] wadeta[EN] oka[EN] sawalen[EN] ain[EN] karanna[EN] sidda[EN] wenna[EN] ona[EN] wadikal[EN] yanna[EN] kalin[EN],EN EN EN EN EN EN EN EN EN EN EN EN EN EN,negative,1,facebook,Hiru Gossip,0,14,0,0.0,False
5050,එකෙම වැඩ්ඩෙක්,එකෙම වැඩ්ඩෙක්,එකෙම[SI] වැඩ්ඩෙක්[SI],SI SI,positive,0,facebook,Hiru Gossip,2,0,0,0.0,False
4076,Oya entry scene eka top,Oya entry scene eka top,Oya[EN] entry[EN] scene[EN] eka[EN] top[EN],EN EN EN EN EN,positive,0,facebook,සිනමාවේදීන් - The Cinema People,0,5,0,0.0,False
