id,text,sentiment_label,split,manual,expected,verdict,has_sinhala_script,latin_words,lexicon_hits,lexicon_hit_share
3358,Oo Vishwa aiyata kohomada,neutral,test,singlish,singlish,OK,False,4,1,0.25
3359,Angle nisa neda aiye piyabannath unee,positive,test,singlish,singlish,OK,False,6,4,0.667
3360,Ayye mawsth oke aekaparak aekkam yannako,positive,train,singlish,singlish,OK,False,6,1,0.167
3361,Aye nam thoge video balanne na ahinsaka saththunta dasa wada denawa video karala danwa ai bn ehema kale ubalada kiyala hithaganna ba balu haththa thotai thoge henchaiyontai hena hathama gahapan,negative,train,singlish,singlish,OK,False,30,19,0.633
3362,A dial aka ubata baninawa ubata therunnathi unaata ara uba dunna aran issella widda welaawe,negative,train,singlish,singlish,OK,False,14,6,0.429
3363,Ayiye oyanam supiri aaaaa,positive,test,singlish,singlish,OK,False,4,2,0.5
3364,Gammk,positive,train,singlish,english,SOFT,False,1,0,0.0
3365,Video ekak ona,neutral,train,singlish,singlish,OK,False,3,2,0.667
3366,Owa expire wenne nadda,neutral,train,singlish,singlish,OK,False,4,3,0.75
3367,Comments section eke inna bomb expertise la goda hammo mun tikak dammanam owa galawanna eka para kakul dekata dekak pagagannawa,negative,train,singlish,singlish,OK,False,20,10,0.5
3368,Gayan Gayan 14 beswala apitat ahuuna mama adiya thiyadduma wasanawakata wassa awa eken batto paththini mathuuna,positive,train,singlish,singlish,OK,False,15,4,0.267
3369,Jokar Jokar dan inna jvp patau kiyai ragapaksala owa genat haikara kiyala,negative,train,singlish,singlish,OK,False,12,5,0.417
3370,Jeewanthathushara ekanayake owa thawath sakriya lesa tiyenawada sathunta pagenne nadda but,neutral,val,singlish,singlish,OK,False,11,4,0.364
3371,Ruwan Kumara waradi dawal kiyanta apa mahantayo mokada banta pagila riliswana kota tamai bastwanna awagama tawa akan tiyanawa paguna gaman bastwana akan oyadan pannana banta,negative,train,singlish,singlish,OK,False,25,11,0.44
3372,Maduka Ranaweera mewa kohomada kuda kachikudi vavuniya mata mathaka widiyata 2010 oka galewwe 8 field engineer api,neutral,train,singlish,singlish,OK,False,15,6,0.4
3373,Kavindu Umesh yku assawal avidin natuwa inn oni mehe innakam nattam matat pagenawa,negative,train,singlish,singlish,OK,False,13,5,0.385
3374,Danuska Kumara oya wage mains wala spren operator ball control system ekak neda bicycle bola dekaken eka bolayak herakaragena enne eta paae bara watunama eka bolayak wehayen pahalata gamankarala detonator wademen mine eka blast wenawa neda,neutral,train,singlish,singlish,OK,False,36,14,0.389
3375,Shadir Ahamad owa den paranai yako owa pupuranne,positive,train,singlish,singlish,OK,False,8,5,0.625
3376,Saman Kumara batarina yako rangan nainti nain,neutral,train,singlish,english,SOFT,False,7,1,0.143
3377,Egsk Wijethunga ruppe u dnne huththak na,negative,val,singlish,singlish,OK,False,6,1,0.167
3378,Ajith Kumarage karumayak tiyanda oni panda kiyana kalla ella askaragsnda LTTE defense ekkata attack karanawa hienayakwath dakala nathi pissak niwasnaya angoda,negative,train,singlish,singlish,OK,False,21,7,0.333
3379,Kasun N Minoli onna ahuwwa gon prashnayak ai meka raum kiyala hatharas wal harapanko natthan,negative,train,singlish,singlish,OK,False,14,7,0.5
3380,Aravinda Randika oka mul kale hadinnuwe joni batta kiyala joni batta hadanne lipettiyata explosive purolator pen touch battery kali dekakin thamai electric shock ekak denne,neutral,train,singlish,singlish,OK,False,25,9,0.36
3381,Sanjeewa Susantha ekanayaka mewa danwath terum gamu,neutral,train,singlish,singlish,OK,False,7,2,0.286
3382,Sanka Prabashana ape hamudawe kidenek kakul athapaya nathe unada oya bombaya pagila oka pagunama pagunu kakula aniwaren danissen kadela wesewenawa soldiers meter 3 wada wesewala watenne marenawatath wadeya abadetha wenawa,negative,train,singlish,singlish,OK,False,29,6,0.207
3383,Pathum Theekshana battery koheda bn ovge,neutral,train,singlish,singlish,OK,False,6,3,0.5
3384,Chanaka Hiru moda katha kiyana un innawane ammapa,negative,val,singlish,singlish,OK,False,8,5,0.625
3385,Suranga Lakmal mewa kochchara galawala niyanawada ban kiyanna ganan karannath ba,neutral,test,singlish,singlish,OK,False,11,7,0.636
3386,Egsk Wijethunga ruppe owa pagil ubat enakot pupurnewath thiyenwa,negative,val,singlish,singlish,OK,False,9,2,0.222
3387,Rangi Chams issak okkoma clear kara kivva neda,neutral,val,singlish,singlish,OK,False,8,3,0.375
3388,Malaysia wala thibuna,neutral,train,singlish,singlish,OK,False,3,2,0.667
3389,Ane a puthalata job dunna a sri godak pin hamadama demapiyantath godak pin,positive,test,singlish,singlish,OK,False,11,5,0.455
3390,Kantak namba ekak dannako meka thibirigas yaye neda thiyenawa kiwe,neutral,val,singlish,singlish,OK,False,10,4,0.4
3391,Pizza Hut Sri Lanka supuriyak thama,positive,train,singlish,singlish,OK,False,6,1,0.167
3392,Respect Trip Pisso me wage videos samaja gatha karana ekata,positive,val,singlish,singlish,OK,False,10,4,0.4
3393,Supiri wadak italiye hoda pizza kala thiyanawa namuth lankawata apu daata aniwaaryenma oyata yanawa,positive,train,singlish,singlish,OK,False,14,8,0.571
3394,Api th yanawa thibirigas yaya Pizza Hut ekata eyala niyameta service eka denawa poddakvath adupaduwak notherena widiyata good job,positive,val,singlish,singlish,OK,False,19,6,0.316
3395,Good grade job,positive,train,english,english,OK,False,3,0,0.0
3396,AI creation is good content is false,negative,test,english,english,OK,False,7,1,0.143
3397,Ane machan long video ekak genenko maru ban,positive,train,singlish,singlish,OK,False,8,5,0.625
3398,Ubata weradila Mahinda gamaneta kalin budu dahama tibuna lankawe,negative,train,singlish,singlish,OK,False,9,4,0.444
3399,Mokada me wahahu patiya,negative,train,singlish,singlish,OK,False,4,1,0.25
3400,Oya ammata ukontano,negative,train,singlish,singlish,OK,False,3,2,0.667
3401,Youtube nedda ban,neutral,test,singlish,singlish,OK,False,3,2,0.667
3402,Ai ta thama hithaganna ba eya e kale dekkanam oya reli thawath wenas wenna puluwan,neutral,train,singlish,singlish,OK,False,14,10,0.714
3403,Ai wala agaya danna minissu,positive,train,singlish,singlish,OK,False,5,4,0.8
3404,Sunami mehema newei,negative,train,singlish,singlish,OK,False,3,2,0.667
3405,Ekath keliya,negative,train,singlish,singlish,OK,False,2,1,0.5
3406,Oya wage deyak ayemath dakinna nolabewa,positive,train,singlish,singlish,OK,False,6,3,0.5
3407,Newatha si karanna epa dukai,negative,train,singlish,singlish,OK,False,5,3,0.6
3408,Mn hadapu eka,positive,train,singlish,singlish,OK,False,3,3,1.0
3409,Eka paratama wathura awe na muhude godak wathura hinduna wage wela thamai ita passe eka paratama rella awe,neutral,train,singlish,singlish,OK,False,18,13,0.722
3410,Mat es dekata dekala beruna kenek,neutral,train,singlish,singlish,OK,False,6,4,0.667
3411,Sunami gahapu dawase api thangallen 8.30 nuwaraeliye basaka giya witarai sunamiya aweth thibune athana hitiyanam api adatath giwathun atharanae awandaeyak kisidu dawasaka dakinna nolabaewa,negative,val,singlish,singlish,OK,False,23,7,0.304
3412,Onna ohomai awe dan awoth nm ublath left hrid,negative,train,singlish,singlish,OK,False,9,5,0.556
3413,Edit krnna,neutral,train,singlish,singlish,OK,False,2,1,0.5
3414,Online gewanna hama policy ekakama system karanne naneda,neutral,test,singlish,singlish,OK,False,8,4,0.5
3415,Polisiyata mokada bn update na kotimma online revenue license eka printed copy eka attestation karanna one kiwwa,negative,train,singlish,singlish,OK,False,17,7,0.412
3416,Sri Lanka Police muunta wada muluwak thiyanna one,negative,train,singlish,singlish,OK,False,8,2,0.25
3417,Me rata monawada bn harita karanne kiyapu de walath harima na,negative,train,singlish,singlish,OK,False,11,6,0.545
3418,Othana un ohmmayi,negative,train,singlish,singlish,OK,False,3,1,0.333
3419,Kiyak hari ganna thiyena chance eka ekai duka,negative,train,singlish,singlish,OK,False,8,7,0.875
3420,Sri Lanka Police me wage officers nisa thamai issue wenne,negative,train,singlish,singlish,OK,False,10,4,0.4
3421,Online pay karana eketh merisiya gahanna try karanawada danne na,negative,train,singlish,singlish,OK,False,10,6,0.6
3422,Ungen parissam wela yanna wenawa,neutral,train,singlish,singlish,OK,False,5,3,0.6
3423,Mehe highway eke sunroof vehicles yanna nemei kiyala neethiyak na,neutral,test,singlish,singlish,OK,False,10,6,0.6
3424,Meh wage harak inna ratakda api inne,negative,train,singlish,singlish,OK,False,7,5,0.714
3425,Ubala kawaddha atthak kiwwe,negative,test,singlish,singlish,OK,False,4,2,0.5
3426,Yako return karanna puluwan lankawe un wage neme sallith apahu denawa apita,positive,train,singlish,singlish,OK,False,12,11,0.917
3427,Mokkd yako jawarama manussayekta mona hari deyak me kale ganna puluwan eka loku deyak,neutral,val,singlish,singlish,OK,False,14,11,0.786
3428,Yakooo rata hadaala edapabkooo jvp un fail,negative,val,singlish,singlish,OK,False,7,3,0.429
3429,Ane nikan plyn htto ynn,negative,train,singlish,singlish,OK,False,5,2,0.4
3430,Attane ban lankawe jarawa aran adinawata wada hodai e dewal,positive,train,singlish,singlish,OK,False,9,7,0.778
3431,Mecchara dawas api qatar wala idan order karana meheth office na yako,neutral,train,singlish,singlish,OK,False,12,7,0.583
3432,Has code eken pita orders ena ekai munta thiyana prashne nathuwa return krnn bari mgulk neme,negative,train,singlish,singlish,OK,False,16,11,0.688
3433,Itin wtto lankawe pagaylage gini ganan labbawal gannawata wada kochchara lesida,negative,train,singlish,singlish,OK,False,11,6,0.545
3434,Ane palayan bn yanna asawata ganna cart eke wishlist dala thibba ewa,negative,train,singlish,singlish,OK,False,12,8,0.667
3435,Palayan ban umbala ge boru vat wadi karala apita kamathi deyak labeta ganna ekath nawaththuwa,negative,train,singlish,singlish,OK,False,15,9,0.6
3436,Ekath iwarai lankawe ganna hoda baduwakuth na,negative,train,singlish,singlish,OK,False,7,6,0.857
3437,Munta lokuma amaruwa munge gini ganan badu gannathuwa aduwata minissu badu gaththu eka ratin hari,negative,train,singlish,singlish,OK,False,15,8,0.533
3438,Yako sadaranaine bn aduwata ganna puluwanam minissunwa huran kannawane ubala,negative,test,singlish,singlish,OK,False,10,6,0.6
3439,Lankawe badu adui nam api salli dila wena ratawal walin online gennanne ne,neutral,train,singlish,singlish,OK,False,13,9,0.692
3440,Mona widiyata hari minissunta aduwen deyak lebenawa nam sathutu wenna epaya,positive,train,singlish,singlish,OK,False,11,8,0.727
3441,Yako attha kiyappang jeppo cantener release karala denawa temu aliexpress okkama stop kara,negative,train,singlish,singlish,OK,False,13,5,0.385
3442,Return karanna puluwan uncle modakama hatida,negative,test,singlish,singlish,OK,False,6,2,0.333
3443,Pissu wetila inne 2 parak try kara,negative,train,singlish,singlish,OK,False,6,4,0.667
3444,Whatsapp number eka dnnko,neutral,train,singlish,singlish,OK,False,4,1,0.25
3445,Matath oni,neutral,train,singlish,singlish,OK,False,2,2,1.0
3446,Deliver krnne nadda,neutral,train,singlish,singlish,OK,False,3,2,0.667
3447,Ko no akak nena,neutral,train,singlish,singlish,OK,False,4,2,0.5
3448,Oya hugaak utsaha wanthi nangii,positive,train,singlish,singlish,OK,False,5,1,0.2
3449,Oya hari hodha udaharanayak kantha shakthiyata,positive,train,singlish,singlish,OK,False,6,2,0.333
3450,Minissu kathawata ehema thamai nangi oya strong inn,positive,val,singlish,singlish,OK,False,8,4,0.5
3451,Heluwa pennala rangala hambakarana unta katha hadanne,negative,train,singlish,singlish,OK,False,7,3,0.429
3452,Ane oya hari lassanai e wagema tama oya kata karana widiyanmam maru,positive,train,singlish,singlish,OK,False,11,10,0.909
3453,Oya katahada nisama sathutin thanks puthe,positive,train,singlish,singlish,OK,False,6,2,0.333
3454,Akki phone case man dakke bonna case wage ne,neutral,train,singlish,singlish,OK,False,9,3,0.333
3455,Akki oya TikTok nadda,neutral,train,singlish,singlish,OK,False,4,2,0.5
3456,Oyge muuna tikk sugerlips wage akke,positive,train,singlish,singlish,OK,False,6,2,0.333
3457,Toilet eke idan da voice kare,negative,val,singlish,singlish,OK,False,6,4,0.667
3458,Fon eka gaththama oyage videos neti unoth koyveled enne kiyala bln enne,neutral,train,singlish,singlish,OK,False,12,8,0.667
3459,Mage hitha giye phone case ekata eka marama lassanai akkiyi,positive,val,singlish,singlish,OK,False,10,7,0.7
3460,Im in jersey how can I order jacket eka link please,neutral,val,singlish,english,SOFT,False,10,1,0.1
3461,Akke ara denima shape krgnn genapu item ekt mokkda kiynne,neutral,test,singlish,singlish,OK,False,10,5,0.5
3462,Tshirt ek nam marama lassanai,positive,train,singlish,singlish,OK,False,5,4,0.8
3463,Nails dihaama balan hitiya man,neutral,test,singlish,singlish,OK,False,5,2,0.4
3464,Oy hair style eka karana widiha dannko,neutral,train,singlish,singlish,OK,False,7,2,0.286
3465,Bag eke link eka oni manika,neutral,train,singlish,singlish,OK,False,6,4,0.667
3466,Thawa vlog ekak oni akki diga ekak,neutral,train,singlish,singlish,OK,False,7,4,0.571
3467,Still can we order from Temu,neutral,val,english,english,OK,False,6,0,0.0
3468,Kondenam shok aaaa,positive,train,singlish,english,SOFT,False,3,0,0.0
3469,Oy hari lssanayi ane,positive,train,singlish,singlish,OK,False,4,2,0.5
3470,Kaushi nice tshirt ehhh,positive,train,english,english,OK,False,4,0,0.0
3471,Jacket eke link eka kiynko,neutral,val,singlish,singlish,OK,False,5,2,0.4
3472,Katahada lassany akke,positive,test,singlish,singlish,OK,False,3,1,0.333
3473,Mokadda akke ara trousers loku nisa ekt gennapu sukuruttama eke nama mokdda,neutral,train,singlish,singlish,OK,False,12,9,0.75
3474,Dan order krnna bane apita ane,negative,train,singlish,singlish,OK,False,6,5,0.833
3475,Ig inneth me namimda akkee,neutral,train,english,english,OK,False,5,0,0.0
3476,Cat phone backcover eke link ek oni,neutral,train,singlish,singlish,OK,False,7,3,0.429
3477,Temu eken order karanne kohomada,neutral,train,singlish,singlish,OK,False,5,3,0.6
3478,Hair style eke dennko akki,neutral,val,singlish,singlish,OK,False,5,2,0.4
3479,Look at this guys look at look at look at,neutral,train,english,english,OK,False,10,0,0.0
3480,Marine drive kiynne Kollupitiya beach side ekatada ane oya wage e hariye thiyena reasonable price ekata ganna puluwan kada tika cover krnnko dehiwalata venkm tika,neutral,train,singlish,singlish,OK,False,24,12,0.5
3481,Pitipasse inna uncle maru,positive,train,singlish,singlish,OK,False,4,2,0.5
3482,Sarangi Chamila ekka yanawada,neutral,train,singlish,singlish,OK,False,4,2,0.5
3483,Location please,neutral,train,english,english,OK,False,2,0,0.0
3484,Eka dawaseda bn me okkoma kawe uba,neutral,val,singlish,singlish,OK,False,7,4,0.571
3485,Yako Nachos Mexican Chinese nevaie,neutral,train,singlish,singlish,OK,False,5,1,0.2
3486,Meya katha karana widiya Ashen Sri Lanka wage tikak,neutral,val,singlish,singlish,OK,False,9,5,0.556
3487,Patta,positive,test,singlish,singlish,OK,False,1,1,1.0
3488,Dessert tika supiri ma thamai,positive,val,singlish,singlish,OK,False,5,4,0.8
3489,Pala ban boru nokiya,negative,test,singlish,singlish,OK,False,4,3,0.75
3490,Iya bn ubanam mara perethai ekko oka thaniyama kranna oni ara podi ekawa gedara thiyala neththam eyatath ethiwenna kanna denna oni,negative,train,singlish,singlish,OK,False,21,12,0.571
3491,Voice ek lassanyi mokak hari podi awlkuth thiye hebeyi,neutral,train,singlish,singlish,OK,False,9,5,0.556
3492,Maniya ge tshirt eka nisa thama sindu awul wela thiyenne,negative,train,singlish,singlish,OK,False,10,7,0.7
3493,Sindunam epa machan plz api kamu vitharak athi,negative,test,singlish,singlish,OK,False,8,5,0.625
3494,Api kamathi suddah,positive,train,singlish,singlish,OK,False,3,1,0.333
3495,Ado kethai bn eththamai,negative,train,singlish,singlish,OK,False,4,2,0.5
3496,Wafers nam little lion choco vanilla tama bro,neutral,train,singlish,singlish,OK,False,8,2,0.25
3497,Sirawata kathai bn ube cringe fans lata nam ahan inna puluwan athi,negative,val,singlish,singlish,OK,False,12,5,0.417
3498,Api sindu kamu,positive,train,singlish,singlish,OK,False,3,1,0.333
3499,Sinduwa api kamu,positive,train,singlish,singlish,OK,False,3,2,0.667
3500,Habai voice ek lassani,positive,train,singlish,singlish,OK,False,4,3,0.75
3501,Uba bro kohomath gemma gahala thiyanne ithin moka dammeth uba natharakarannene ona magulak karapan,positive,train,singlish,singlish,OK,False,14,8,0.571
3502,Api sindu camu,positive,train,singlish,singlish,OK,False,3,1,0.333
3503,Api kiyamu,positive,train,singlish,singlish,OK,False,2,1,0.5
3504,Eththtama kethyi,negative,train,singlish,english,SOFT,False,2,0,0.0
3505,Epa neda,negative,val,singlish,singlish,OK,False,2,2,1.0
3506,Sindu walata mn denawa oyata 10n 5k kama kanawata denawa 10n 9k,neutral,val,singlish,singlish,OK,False,8,6,0.75
3507,Miona akkage sinduwak one ilagata,positive,train,singlish,singlish,OK,False,5,1,0.2
3508,Sabawen awasarai mata top fan hambuna eka pennanna awe sthuthi,neutral,train,singlish,singlish,OK,False,10,5,0.5
3509,1 month kala balanna uyanna onema na maharagama in kanna puluwan,neutral,train,singlish,singlish,OK,False,10,5,0.5
3510,Api oyalaata adarei me wage unhealthy dewal promote karanna epa please healthy lifestyle spread karanna,negative,train,singlish,singlish,OK,False,15,7,0.467
3511,Ane pls akke kalin widiyatama katha krnna appa,neutral,train,singlish,singlish,OK,False,8,6,0.75
3512,Eka maru posh,positive,train,singlish,singlish,OK,False,3,2,0.667
3513,Oya kiyanna ane never ask,neutral,train,singlish,singlish,OK,False,5,3,0.6
3514,Arijit singh ge sinduwak one,positive,val,singlish,singlish,OK,False,5,2,0.4
3515,Pilika hada ganna kiyapu vidiha hemadama aragena kanna ona,negative,train,singlish,singlish,OK,False,9,7,0.778
3516,300 gahuwath gahanawa PBKS,positive,val,singlish,singlish,OK,False,3,1,0.333
3517,Chasing nam Punjab,neutral,train,singlish,singlish,OK,False,3,1,0.333
3518,Mewane supirima match,positive,train,singlish,english,SOFT,False,3,0,0.0
3519,Ape cricket kotanada thiyenne ai ape ayata ohoma gahanna bari,negative,train,singlish,singlish,OK,False,10,8,0.8
3520,Catch atha ara ara match eka paawala denawa dekke na,negative,train,singlish,singlish,OK,False,10,6,0.6
3521,Dara batting pitch eke ape hodama bata,neutral,train,singlish,singlish,OK,False,7,4,0.571
3522,Uba ape Rathnapurata adamabarayak wish karanawa bokkenma,positive,train,singlish,singlish,OK,False,7,3,0.429
3523,Congratulations putha,positive,test,singlish,singlish,OK,False,2,1,0.5
3524,Good luck,positive,train,english,english,OK,False,2,0,0.0
3525,AL commerce walin A3 gaththa dakshayek,positive,train,singlish,singlish,OK,False,5,2,0.4
3526,Mun thamath kiyanne boru mi,negative,train,singlish,singlish,OK,False,5,4,0.8
3527,Oyalata ranaviruwange card discount denne na,negative,train,singlish,singlish,OK,False,6,3,0.5
3528,Superb service,positive,train,english,english,OK,False,2,0,0.0
3529,Pajathama hospital ekak,negative,train,singlish,singlish,OK,False,3,1,0.333
3530,Dan wada na wage,negative,train,singlish,singlish,OK,False,4,4,1.0
3531,Kiyapu katha godak atta dialysis walata hodama unit eka,positive,test,singlish,singlish,OK,False,9,7,0.778
3532,Asiri Medical Hospital wage place ekak mata hama thanakadi mathak wenawa,positive,train,singlish,singlish,OK,False,11,6,0.545
3533,Mn asawen wada karapu thana,positive,train,singlish,singlish,OK,False,5,4,0.8
3534,Eththa,positive,train,singlish,english,SOFT,False,1,0,0.0
3535,Lassanai,positive,train,singlish,singlish,OK,False,1,1,1.0
3536,Go to a mental hospital very important,negative,val,english,english,OK,False,6,0,0.0
3537,Jeevithe mama gaththu theerana atharin mama godak sathutui mage vrutthiya sthana lesa Asiri hospital thora gaththa eka gena,positive,train,singlish,singlish,OK,False,18,8,0.444
3538,One of the best hospitals in Sri Lanka where you can receive best treatment,positive,train,english,english,OK,False,14,0,0.0
3539,GCC medical report eka enna masa yak giya customer care ekata call gaththama rahak ne job ekath iwarai,negative,train,singlish,singlish,OK,False,18,11,0.611
3540,Apo dan service eka hondama na,negative,train,singlish,singlish,OK,False,6,4,0.667
3541,Aththatama mata hoda service ekak labuna delivery eken passe hemadama baluwa,positive,train,singlish,singlish,OK,False,11,8,0.727
3542,Harima daksha rangana shilpiyek jaya wewa,positive,train,singlish,singlish,OK,False,6,2,0.333
3543,Exam ekata note illa padam karapan kiyala banina yaluwoth hitiya mata nm,positive,train,singlish,singlish,OK,False,12,6,0.5
3544,Mata theruna vidihata campus eke ekamuthu kamak na habai lamai athara bedeem thiyanawa,neutral,train,singlish,singlish,OK,False,13,8,0.615
3545,Apo ganu kiyala na koi thanakata ehemai,negative,train,singlish,singlish,OK,False,7,6,0.857
3546,Kello viswasa karanna epa kiyanne ekata,negative,test,singlish,singlish,OK,False,6,5,0.833
3547,Mini maruwo,negative,test,singlish,english,SOFT,False,2,0,0.0
3548,Karapu pau gewanna wenawa,negative,test,singlish,singlish,OK,False,4,4,1.0
3549,Me inne okkoma horu tika,negative,val,singlish,singlish,OK,False,5,4,0.8
3550,Moong kohomada horu allanne,negative,test,singlish,singlish,OK,False,4,2,0.5
3551,Me thanata RPG ekak gahala mun tika flat karala thiyanna one,negative,train,singlish,singlish,OK,False,11,6,0.545
3552,Rata goda dapu minissu hena paw,negative,train,singlish,singlish,OK,False,6,5,0.833
3553,Horu ekama thanakin haduna ganna puluwan avastha,negative,train,singlish,singlish,OK,False,7,4,0.571
3554,Ipadima dukak kiyapu budunge siura dagena mun heminenawa,negative,train,singlish,singlish,OK,False,8,3,0.375
3555,Mun wage sakkili ratama hora kala pansaluth yanawa,negative,train,singlish,singlish,OK,False,8,6,0.75
3556,Mu hithanne janathawa marila ipadila kiyala,negative,test,singlish,singlish,OK,False,6,3,0.5
3557,Horakama thamai naraka,negative,train,singlish,singlish,OK,False,3,1,0.333
3558,Api andagolu bihiri kiyala hithuwada,negative,train,singlish,singlish,OK,False,5,3,0.6
3559,Me rate minissunta eka awaboda wela thiyenne,neutral,train,singlish,singlish,OK,False,7,4,0.571
3560,Balaya ganna karapu nathi balu wadak kiyapan,negative,test,singlish,singlish,OK,False,7,6,0.857
3561,Amma gathayen una arthika hitikale,negative,train,singlish,singlish,OK,False,5,2,0.4
3562,Ratama hora kala anukampawa ganna,negative,train,singlish,singlish,OK,False,5,4,0.8
3563,Ape ratata karapu sewaya honda na kiyala,negative,train,singlish,singlish,OK,False,7,6,0.857
3564,Janathawa thamai therum ganna one,neutral,train,singlish,singlish,OK,False,5,2,0.4
3565,Me wage boru kiyanawa kiyala hithanna epa,negative,train,singlish,singlish,OK,False,7,5,0.714
3566,Mu thamai jathiwadaya awussanne kiyala,negative,test,singlish,singlish,OK,False,5,3,0.6
3567,Rajapaksha system eka jathiwadaya awussala,negative,train,singlish,singlish,OK,False,5,1,0.2
3568,Api wenas wenna one kiyala hithanna,positive,val,singlish,singlish,OK,False,6,4,0.667
3569,Me katha aththa neme kiyala therum ganna,neutral,val,singlish,singlish,OK,False,7,5,0.714
3570,Janathawa ruwattanna epa kiyala kiyanawa,negative,val,singlish,singlish,OK,False,5,3,0.6
3571,Rate minissunta danenne nathi dewal kiyanawa,negative,train,singlish,singlish,OK,False,6,4,0.667
3572,Api marila ipadila neme,neutral,train,singlish,singlish,OK,False,4,2,0.5
3573,Mehema katha karanna epa kiyala kiyanawa,negative,val,singlish,singlish,OK,False,6,6,1.0
3574,Kata horidai kapanavata,negative,train,singlish,singlish,OK,False,3,1,0.333
3575,Ha ha ammo ammo,negative,train,singlish,singlish,OK,False,4,4,1.0
3576,Al ehemama,neutral,train,singlish,english,SOFT,False,2,0,0.0
3577,Ane pal,negative,train,singlish,singlish,OK,False,2,2,1.0
3578,Adoo adoo athal dennepa bn,neutral,val,singlish,singlish,OK,False,5,2,0.4
3579,Pala kalakanniya rata kapu kalakanni,negative,test,singlish,singlish,OK,False,5,3,0.6
3580,Ane ithing oya neh maha molakaru nawake wadeye,negative,val,singlish,singlish,OK,False,8,4,0.5
3581,Ekaparak apraadha neethi yata nadu dala daduwama denna ragging automatically nawathi wei,negative,val,singlish,singlish,OK,False,12,3,0.25
3582,Ubat hitiya athi den palayan gedara,negative,train,singlish,singlish,OK,False,6,4,0.667
3583,Kata wadak na daruwata sadharanayak karanna madi wenna epa,negative,val,singlish,singlish,OK,False,9,7,0.778
3584,Janadhipathi eliyata enne election promotion walata witharai,negative,train,singlish,singlish,OK,False,7,3,0.429
3585,Rag nowana dewaluth rag kiyala danawa,negative,val,singlish,singlish,OK,False,6,2,0.333
3586,Reach ganna karapu gon athal walata mewa hethuwa,negative,train,singlish,singlish,OK,False,8,7,0.875
3587,18 plus unata university students wuna gaman hariyata behave karanna ona,positive,train,singlish,singlish,OK,False,10,5,0.5
3588,Rag event hadana union nisa me rules oney,positive,train,singlish,singlish,OK,False,8,2,0.25
3589,Event cancel una gaman hithata awul,negative,val,singlish,singlish,OK,False,6,3,0.5
3590,Academic stress wedi wenawa freedom adu wenawa,positive,train,singlish,singlish,OK,False,7,4,0.571
3591,Campus skills develop wena thanak,positive,train,singlish,singlish,OK,False,5,1,0.2
3592,Campus eka social network ekak wage,positive,train,singlish,singlish,OK,False,6,3,0.5
3593,Campus kiyanne iskole da ban,neutral,train,singlish,singlish,OK,False,5,3,0.6
3594,Kohenda ubata me boru adahas enne,negative,train,singlish,singlish,OK,False,6,3,0.5
3595,Page eke nama baluwama therena reach ganna page ekak,neutral,train,singlish,singlish,OK,False,9,5,0.556
3596,Ape campus eke wena dewal apiwath danne na,neutral,train,singlish,singlish,OK,False,8,6,0.75
3597,AL result awama me wage katha yanawa,neutral,val,singlish,singlish,OK,False,7,3,0.429
3598,Kelani science eka supiri,positive,train,singlish,singlish,OK,False,4,2,0.5
3599,Api giye wena campus ekata da meka,neutral,train,singlish,singlish,OK,False,7,6,0.857
3600,Boru danna epa meka fake information,negative,train,singlish,singlish,OK,False,6,4,0.667
3601,Kelani science lamai mehema dewal danne na,negative,train,singlish,singlish,OK,False,7,5,0.714
3602,Api inne wena campus ekakda kiyala hithenawa,neutral,train,singlish,singlish,OK,False,7,6,0.857
3603,Rag kiyala fake posts walin lamai baya wenawa,negative,train,singlish,singlish,OK,False,8,4,0.5
3604,Kelani science eka Hulk wage,positive,train,singlish,singlish,OK,False,5,2,0.4
3605,Api danneth na me campus eka kohenda kiyala,neutral,test,singlish,singlish,OK,False,8,5,0.625
3606,Reach ganna boru katha danna epa,negative,train,singlish,singlish,OK,False,6,5,0.833
3607,Kelani science eka aththa newei wage,neutral,train,singlish,singlish,OK,False,6,4,0.667
3608,AL result awama me wage posts enne,neutral,test,singlish,singlish,OK,False,7,2,0.286
3609,Api giya campus eka meka newei da,neutral,train,singlish,singlish,OK,False,7,6,0.857
3610,False information walin lamai disturb wenawa,negative,train,singlish,singlish,OK,False,6,3,0.5
3611,Kelani science eka parallel universe ekak wage,positive,train,singlish,singlish,OK,False,7,3,0.429
3612,Boru danna epa sahenna fake,negative,train,singlish,singlish,OK,False,5,3,0.6
3613,Api inne wena faculty ekakda kiyala doubt,neutral,test,singlish,singlish,OK,False,7,5,0.714
3614,Kelani science eka aththa campus wage penenne na,neutral,train,singlish,singlish,OK,False,8,4,0.5
3615,Rag katha walin lamai baya wenna epa,negative,train,singlish,singlish,OK,False,7,5,0.714
3616,Reach ganna tricks mewa,negative,train,singlish,singlish,OK,False,4,2,0.5
3617,Kelani science eka aththa campus ekak nemei da,neutral,train,singlish,singlish,OK,False,8,5,0.625
3618,Api giye wena universe ekakata da,neutral,train,singlish,singlish,OK,False,6,5,0.833
3619,Boru katha walata react karala athal gannawa,positive,train,singlish,singlish,OK,False,7,6,0.857
3620,Minissunta manussa aathmayak na kawada hari saththu widawana tharamata widawanawa,negative,val,singlish,singlish,OK,False,10,4,0.4
3621,Me sathunta weddi thiyana mas waddinage paw vinasa wenna one,negative,val,singlish,singlish,OK,False,10,4,0.4
