1067,thirisan ummaththakayoo bahutharayak jeewath wena lassana ratak sri lankaawa,negative,youtube,VZZSOnPZLsE,,,
1068,mage punchi ratata sathyawabodha karagath buddimath prajawak mathuwata ho pahala wewa,positive,youtube,VZZSOnPZLsE,,,
1069,chamuditha mahaththaya obathuma bohoma pin mewage de helikarana ekata,positive,youtube,VZZSOnPZLsE,,,
1070,podi minihatath loku minihatath ekama neethiyak ona lankawata,neutral,youtube,VZZSOnPZLsE,,,
1071,ane monavada mewa,negative,youtube,VZZSOnPZLsE,,,
1072,niyamai supiri dennama,positive,youtube,VZZSOnPZLsE,,,
1073,me kalakaniyawa mata penda na,negative,youtube,VZZSOnPZLsE,,,
1074,ela ela konda pana ethi ekek,positive,youtube,VZZSOnPZLsE,,,
1075,chamuditha mahathmaya umandawa ganath soyanna,neutral,youtube,VZZSOnPZLsE,,,
1076,oya pakayata buddagama gena katha karanna thiyena aithiya mokadda,negative,youtube,VZZSOnPZLsE,,,
1077,me budu sasuna winasa wenna ida denna epa,negative,youtube,VZZSOnPZLsE,,,
1078,oba thumanla wage ay tama araksha karanna ona,positive,youtube,VZZSOnPZLsE,,,
1079,mokada sasanen thama me rata beraganda one,neutral,youtube,VZZSOnPZLsE,,,
1080,me tharam ratata viyasanaya oya wage waradi nisa,negative,youtube,VZZSOnPZLsE,,,
1081,meyala dennata mona hari unoth anduwa waga kiyanna ona,neutral,youtube,VZZSOnPZLsE,,,
1082,ayyoo deviyane ape rata mewa ahanakota mata hithenawa ai me balu rate ipadune kiyala,negative,youtube,VZZSOnPZLsE,,,
1083,adambara weyan sahodaraya api me rata beragamu,positive,youtube,VZZSOnPZLsE,,,
1084,mewata ko minissu udgosana yako me manussayage niyama pirimikamak toyenne,negative,youtube,VZZSOnPZLsE,,,
1085,obathumata jayawewa budusarani,positive,youtube,VZZSOnPZLsE,,,
1086,me deshapala weda kiyala denwat terum aran sahodarathwayen jiwath wemu api,positive,youtube,VZZSOnPZLsE,,,
1087,mewa eliyata ena eka hodai bududahamata boru karanna ba,positive,youtube,VZZSOnPZLsE,,,
1088,nilantha oba watina manushyek parissamenna theruwan saranai,positive,youtube,VZZSOnPZLsE,,,
1089,me wada krl poyata bana kiyanna hati balanna epai hamuduruwaru apiw hadanna kalin hadenna one,negative,youtube,VZZSOnPZLsE,,,
1090,mamath awlegama oba kiyana de eththa,neutral,youtube,VZZSOnPZLsE,,,
1091,mamath balagena innawa campus rag ekata hodin face karnna samaharu kiuwa campus danna epa rag nisa kiyala eunata kohewath yana kattiyak nisa api ape parents lage hina boda karanna oni na thank you profapita shakthiyaak wenawata,positive,youtube,aEc0vmpWv2g,,,
1092,ane miss me kathawa matama kiuwa wage mamath results awilla campus enakan inne eth mn nithara asanipa wenawa ikmamata duka hithila adanawa miss kiuwa wagemai prashna daraganna amarui e nisa ammala kamathi na campus yawanna kauruth athule hari wistharayak kiyanneth na mata hithaganna ba watapite anith ayath campus yanawa kiuwama amuthu widihata dakinne eth mn godak asai campus yanna habai e wagema godak bayai mata karaganna bari wewida kiyala ane mata hithaganna ba miss meka kalpana karalamada mnda mn dan depression walata beheth bonawa,negative,youtube,aEc0vmpWv2g,,,
1093,mata madam wa hodata dakala purudu kalpana kalama mathak une maam hariyata tamil actress samantha wage,positive,youtube,aEc0vmpWv2g,,,
1094,madam english hada gaththa vidiya kiyanna ko mata english ba,neutral,youtube,aEc0vmpWv2g,,,
1095,ape campus eke rag tibun na japura campus 2011 badge ea kale idanma rag na apita kalin nam godak rag tibila tiynawa,neutral,youtube,aEc0vmpWv2g,,,
1096,mnnm gededdi hodata banum ahp kenek kohomath paule baalaya hari murandui ne mn campus giya etn ekl aiya la mal pare innw poddak bayai first year ns ekl eth mn dan na matanm harima hodin katha kl kawadawath banala na first year kiuwama ekl nawathenawa kakula ebeta mkd samaje baya karala tyn rag rag ky ky etn apayata ynw wage bain ynn eth aththatama ehm na matanm ekl ens aththatama mnnm kawadawath ape pahala batch ayata wachanayakin hitha riddan na kyl eklm hitha gtt,neutral,youtube,aEc0vmpWv2g,,,
1097,voice eka maru ane miss al padam karana vidiha gena video ekak dannako miss,positive,youtube,aEc0vmpWv2g,,,
1098,1 year kale thel gahana thana etata dakiddi th epa una ea kale,negative,youtube,aEc0vmpWv2g,,,
1099,oyage voice eka yasoda wimalawardan voice eka wage maii sis,positive,youtube,aEc0vmpWv2g,,,
1100,madam al walata kale monawada,neutral,youtube,aEc0vmpWv2g,,,
1101,maru miss godak watinawa me videos apita,positive,youtube,aEc0vmpWv2g,,,
1102,akki im going through this atm im studying one of the leading stem related subjects starts from e on a renowned state uni in sri lanka i strongly disagree with these so called senior people i cant stand out and speak about this since they force us the whole batch will be against us im facing almost everything you told in the video mentally stressful,negative,youtube,S8askq9nGxM,,,
1103,ane mt e pic eka balanna hari asai well done akkila eyala oka balanawa nm hodai math next year uni yanna inne,positive,youtube,S8askq9nGxM,,,
1104,mama nm government awath yanne ne,negative,youtube,S8askq9nGxM,,,
1105,thank you akki mata hambauna watinama channel ekak meeka danne nathi dewal godak igena gaththa,positive,youtube,S8askq9nGxM,,,
1106,japure rag na pera walath den podi dewl thiyenne colombo walath ape kollo nm kiwwe den ragging n kiyl rag wlt nm baya wend oni na,neutral,youtube,S8askq9nGxM,,,
1107,mewa dakidi nam tikak bayai heta anidda apitat registration enwa neh peradeniye,negative,youtube,S8askq9nGxM,,,
1108,mama akkat e mail ekk damma subject combination ekk gana ahagann please reply,neutral,youtube,lvjaRVeJIWw,,,
1109,se walata asa na ds walata thamai dan asalu asawa kiyana eka metanadi athi wenne salli kiyala sadakaya matha,neutral,youtube,2QrjRxB9V4M,,,
1110,lassana wedasatahanak kanchanata ethi tram katha karanna denawa man dekka hoda media program ekk kanchanata jayawewa obatath esemai,positive,youtube,WNrMcONSabo,,,
1111,oyage katahada ahenakota bhawanak wage aswahaknm wadinna epa,positive,youtube,WNrMcONSabo,,,
1112,harima asaven balapu program ekak man kamathima kenek kanchana,positive,youtube,WNrMcONSabo,,,
1113,raththarane godak adharei,positive,youtube,WNrMcONSabo,,,
1114,ane eya harima sensitive,neutral,youtube,WNrMcONSabo,,,
1115,mama harima kemati kalashilpiniyak kanchana oyata kawuruth weradi kiyanne naha putha mokada oya yahapath daruwek,positive,youtube,WNrMcONSabo,,,
1116,ane akki oyage kathawa mata hadawathata marama widiyata danenawa akki mara inspiration ekak harima lovely loku motivation ekak,positive,youtube,WNrMcONSabo,,,
1117,good conversation young generations are more awake and they need to hear this not the commercialized buddhism,positive,youtube,5d95qN7XZug,,,
1118,menna budu dahama ape minissu waradi widiyata terum aragena mata ape gedara ayatath terum karanna ba kochchar kiwwath ekama dema karanawa,negative,youtube,5d95qN7XZug,,,
1119,mage pasal mithura theruwan saranai hamuduruwane,positive,youtube,5d95qN7XZug,,,
1120,mata me hamuduruwange number eka denna puluwanda,neutral,youtube,5d95qN7XZug,,,
1121,sanna watina minihek a wagema gamunuge hinahawa marai,positive,youtube,FFXj82pgxao,,,
1122,water mark eka nam patta disturbing eka move wenne nathi wenna danna,negative,youtube,FFXj82pgxao,,,
1123,meka nm visual welata wadiya radio program eka patta wadinawa,positive,youtube,FFXj82pgxao,,,
1124,laksa 20ta gewal hadanne kohomada,neutral,youtube,GS0LGBZ815Q,,,
1125,mama thama geyak hadagena naha eath kadella gana avurudu ganak mama comments karanawa,neutral,youtube,GS0LGBZ815Q,,,
1126,mewa dakkaama horu wage hithenawa me wage business karana eke wagakeema ganna ona,negative,youtube,GS0LGBZ815Q,,,
1127,hadala denna puluwanda geyak 20 lksmata hadaganna one,neutral,youtube,GS0LGBZ815Q,,,
1128,aiye oyanam niyama manussayek,positive,youtube,bB5s5930vwE,,,
1129,oba thuma godak hoda kenek apitath udau karannako,positive,youtube,bB5s5930vwE,,,
1130,oyata godak adarei mameai,positive,youtube,bB5s5930vwE,,,
1131,ane ranjan aiye mama loku prashnayaka inna mata salli tikak denawada,negative,youtube,bB5s5930vwE,,,
1132,oba thuma ta puluwan nam mata udau karanna loku deyak,positive,youtube,bB5s5930vwE,,,
1133,supirima supiri minisek teruwane saranai oba tumata,positive,youtube,bB5s5930vwE,,,
1134,apita udau karanna kauruth na,negative,youtube,bB5s5930vwE,,,
1135,oya kawuru dunnath apita nam labila ne,negative,youtube,bB5s5930vwE,,,
1136,ane oba thuma niwan dakinawa api harima duppath minissu apitath adarayak danna,negative,youtube,bB5s5930vwE,,,
1137,mata duwek innawa mama dupath mata gedara hadaganna udau karanna,negative,youtube,bB5s5930vwE,,,
1138,ane ape kala karuwek matath adarayak karanna mage laga mashin dekak thiyenawa redi tika genath adum mahala adayamak hoyaganna udauwak karanna,neutral,youtube,bB5s5930vwE,,,
1139,ranjan sar mama godak asharana kenek daruwo 3k innawa mata udauwak karanna,negative,youtube,bB5s5930vwE,,,
1140,aththatama siroyath wijaya kumaranathunga sir wagema hoda manussayek jaya wewa,positive,youtube,bB5s5930vwE,,,
1141,mata geyak na geyak hadaganna udau karanawada,negative,youtube,bB5s5930vwE,,,
1142,oya wage nayakayek tamai ratata awashya,positive,youtube,bB5s5930vwE,,,
1143,boru karaya tawama dunne ne,negative,youtube,bB5s5930vwE,,,
1144,punchi kamara poddak hada ganna podi udauwak dena sar,negative,youtube,bB5s5930vwE,,,
1145,ahinsaka minussunta gewal hadala denna oyata pin sidda wenawa,positive,youtube,bB5s5930vwE,,,
1146,oba yahapath de karana kenek deviyan oyata asirwada karavi,positive,youtube,bB5s5930vwE,,,
1147,mama rata inna mata gedara hadaganna udauwak karanna,negative,youtube,bB5s5930vwE,,,
1148,ammage beheth walata masekata salli ona udauwak denna puluwannam,negative,youtube,bB5s5930vwE,,,
1149,pisuda ban lankawe hora janathawata salli denna,negative,youtube,bB5s5930vwE,,,
1150,mata naya wadi lankawe gewanna be,negative,youtube,bB5s5930vwE,,,
1151,ranjan mata naya gewanna salli denna puluwanda,negative,youtube,bB5s5930vwE,,,
1152,ranjan mahathya mata udauwak karanna laksha 500000k naya thiyanawa,negative,youtube,bB5s5930vwE,,,
1153,ane mata niwase wahala hadaganna udau karanna,negative,youtube,bB5s5930vwE,,,
1154,obata jaya wewa oyawage ay janadipathi wenna oni,positive,youtube,bB5s5930vwE,,,
1155,ane mage daruwage rogayata udau karannako,negative,youtube,bB5s5930vwE,,,
1156,ane mata vyaparayak karanna salli denna oyata pin,negative,youtube,bB5s5930vwE,,,
1157,hariyata rajek nathi me rate obai niyama raja,positive,youtube,bB5s5930vwE,,,
1158,ranjan oyata godak pin mama kiyanne aththa mata udauwak karanna,positive,youtube,bB5s5930vwE,,,
1159,obathumata pin asarana ayata udau karanawata,positive,youtube,bB5s5930vwE,,,
1160,oya hoda naluwek godak pin,positive,youtube,bB5s5930vwE,,,
1161,api wage asarana pawal walata denna ranjan aiye,negative,youtube,bB5s5930vwE,,,
1162,aththatama godak watinawa oba karana de,positive,youtube,bB5s5930vwE,,,
1163,sar mata daruwo denna innawa mata gedarak hadaganna udau karanna,negative,youtube,bB5s5930vwE,,,
1164,oya wage aya rajya nayakayo wenna oni,positive,youtube,bB5s5930vwE,,,
1165,mama godak adarei dirga ayu labewa,positive,youtube,bB5s5930vwE,,,
1166,duppath apita kauru udau karannada,negative,youtube,bB5s5930vwE,,,
1167,oya manussyek nemei devi kenek,positive,youtube,bB5s5930vwE,,,
1168,sir ape ge nathi wenna yanawa udau karanna puluwanda,negative,youtube,bB5s5930vwE,,,
1169,ranjan janadipathi kamata enna minissu adarai,positive,youtube,bB5s5930vwE,,,
1170,oyala denna kiyala kiyala boru nambar dunna,negative,youtube,bB5s5930vwE,,,
1171,mata rupiya 15000 denna,negative,youtube,bB5s5930vwE,,,
1172,mata naya gewanna vidiyak ne udau karanna,negative,youtube,bB5s5930vwE,,,
1173,oba thuma harima hodai,positive,youtube,bB5s5930vwE,,,
1174,mage gedara kadan vetila mata udau karanna,negative,youtube,bB5s5930vwE,,,
1175,ape salli wanchawen aran gatta oyage wada loku adarshayak,positive,youtube,bB5s5930vwE,,,
1176,respect sir oba harima hondai,positive,youtube,bB5s5930vwE,,,
1177,mama abaditha kenek mata job karanna amarui udau karanna,negative,youtube,bB5s5930vwE,,,
1178,oba thumata deerga ayu labewa,positive,youtube,bB5s5930vwE,,,
1179,mama ranjan aiyata adarei,positive,youtube,bB5s5930vwE,,,
1180,mama abadithai job ekak karanna be,negative,youtube,bB5s5930vwE,,,
1181,oya hoda manussayek podi minissunta udau karana,positive,youtube,bB5s5930vwE,,,
1182,api kamathi ranjan janadipathi wenawata,positive,youtube,bB5s5930vwE,,,
1183,prasna godak thiyanawa apitath udau karanna,negative,youtube,bB5s5930vwE,,,
1184,mata udau karanne kawuruth ne,negative,youtube,bB5s5930vwE,,,
1185,rajaye rassawak hoya ganna beri weida,neutral,youtube,bB5s5930vwE,,,
1186,oya hari hodai apita atha denna,positive,youtube,bB5s5930vwE,,,
1187,mata niwasak hadaganna udauwak denna,negative,youtube,bB5s5930vwE,,,
1188,api mati ge jiwath wenne niwasak hadala denna,negative,youtube,bB5s5930vwE,,,
1189,oba karana pin kamata niwan doratuwa vivara wewa,positive,youtube,bB5s5930vwE,,,
1190,oya salli walin apita 10000k denna berida,negative,youtube,bB5s5930vwE,,,
1191,api wage ayata 10000k wath labunoth pinak,negative,youtube,bB5s5930vwE,,,
1192,kat kaewath aththa kiyana porak adarei bro,positive,youtube,bB5s5930vwE,,,
1193,apita rent ekata jiwath wenne podi udauwak karanna,negative,youtube,bB5s5930vwE,,,
1194,oya wage aya ratata sampathak,positive,youtube,bB5s5930vwE,,,
1195,oba karana dewal walata pin labewa,positive,youtube,bB5s5930vwE,,,
1196,ape salli kapagena dunne ne boru karaya,negative,youtube,bB5s5930vwE,,,
1197,mata salli ona wela thiyanawa loku prashnayak,negative,youtube,bB5s5930vwE,,,
1198,dr oya ara highliters correction tapes sticky notes gaththe mona street ekenda,neutral,youtube,qKprWU4sIlg,,,
1199,thank you nangioya kiyapu saree shop ekata giya but 350-500 wage sarees na ekakata ekak free thibbeth naeth hoda saree ekak 1000 ta gatta discount gihineka marama lassanai,positive,youtube,qKprWU4sIlg,,,
1200,ane maath pitakotuwe yanna asawen inne eth thaniyen yanna bayay,negative,youtube,qKprWU4sIlg,,,
1201,kellage voice ekanam maru radio channel ekakata maru,positive,youtube,qKprWU4sIlg,,,
1202,akki pitakotuwe book shop thiyenne koi hariyeda,neutral,youtube,qKprWU4sIlg,,,
1203,thank you akke man next month ekedi enawa mata ona dewal ganna,positive,youtube,qKprWU4sIlg,,,
1204,shoes thiyena thanwala pointed high heelsuth thiyenawada,neutral,youtube,qKprWU4sIlg,,,
1205,ane thamble bottle ekak gini gaanak deela gatta mt meka price ahunama hadawatha ai appa,negative,youtube,qKprWU4sIlg,,,
1206,akki fake leaves wal ganna thiyenne koi hariyeda,neutral,youtube,qKprWU4sIlg,,,
1207,bag kade koi hariyeda dr thiyenne,neutral,youtube,qKprWU4sIlg,,,
1208,ar sweet mall koi paare da thiyenne dear,neutral,youtube,qKprWU4sIlg,,,
1209,haribo gold bears thibbada me chocolate kade,neutral,youtube,qKprWU4sIlg,,,
1210,akki flower bokes hadanna badu ganne kohenda,neutral,youtube,qKprWU4sIlg,,,
1211,oya godak mahansi wela thank you video ekata ada thamai subscribe kale,positive,youtube,qKprWU4sIlg,,,
1212,girls lata cute jacket ganna thanak thiyenawanam kiyannako,neutral,youtube,qKprWU4sIlg,,,
1213,vel vataram nehe supiri akke,positive,youtube,qKprWU4sIlg,,,
1214,oyage balapu palaweni video eka maru,positive,youtube,qKprWU4sIlg,,,
1215,ane akkige voice eka cute,positive,youtube,qKprWU4sIlg,,,
1216,socks ganna wele mokadda ee kutu kutu gala kiwe kiyala ahuwa hby hoyagnna bari una,neutral,youtube,qKprWU4sIlg,,,
1217,thumbler eka gaththu kade kothanada,neutral,youtube,qKprWU4sIlg,,,
1218,akka ara 250 chumka gatte koi hariyenda,neutral,youtube,qKprWU4sIlg,,,
1219,video eka hodai subscribe kala,positive,youtube,qKprWU4sIlg,,,
1220,ane deiyane mn ara sapaththu deka 12000kta gatte,negative,youtube,qKprWU4sIlg,,,
1221,supiri video ekak,positive,youtube,qKprWU4sIlg,,,
1222,akka dubbing field ekatat galapena cute voice,positive,youtube,qKprWU4sIlg,,,
1223,akke oyata 2k delivery karanna puluwanda,neutral,youtube,qKprWU4sIlg,,,
1224,sunday me shops wahanawada,neutral,youtube,qKprWU4sIlg,,,
1225,shopping yanna oni akki oyage video eka harima clear,positive,youtube,qKprWU4sIlg,,,
1226,traveling bag pitakotuwen ganna epa roda athin ganna wenne,negative,youtube,qKprWU4sIlg,,,
1227,oya okkoma dewal gatte rs 30000mada,neutral,youtube,qKprWU4sIlg,,,
1228,thawa thawath me wage video aran enna,positive,youtube,qKprWU4sIlg,,,
1229,shopping karanna hithenawa meka baluwama marama watinawa,positive,youtube,qKprWU4sIlg,,,
1230,oya videos balala colombo walata yanna asa hithuna,positive,youtube,qKprWU4sIlg,,,
1231,shopping yanna asa hithenawa me dewal dakkama,positive,youtube,qKprWU4sIlg,,,
1232,video ekanam maru api asawen iwara wenakan baluwa,positive,youtube,qKprWU4sIlg,,,
1233,maru akki oya harima lassanai,positive,youtube,qKprWU4sIlg,,,
1234,pitakotuwe video kareth phone ekenda maru habai,positive,youtube,qKprWU4sIlg,,,
1235,chocolate kada walata gihin video ekak karanna hode,neutral,youtube,qKprWU4sIlg,,,
1236,candles hadana badu ganna thanak hoyala dennako,neutral,youtube,qKprWU4sIlg,,,
1237,watinawa api rata idan genawata wada mehen gannawa hoda,positive,youtube,qKprWU4sIlg,,,
1238,skin care products variety ekak thiyena thanak kiyannako,neutral,youtube,qKprWU4sIlg,,,
1239,ane maru video eka,positive,youtube,qKprWU4sIlg,,,
1240,ane akke mata udawwak karannako mage channel eke views yanne ne,negative,youtube,qKprWU4sIlg,,,
1241,sunday oyage shop okkoma arala na neda,neutral,youtube,qKprWU4sIlg,,,
1242,small business ekak karanna inne kenekta godak watinawa,positive,youtube,qKprWU4sIlg,,,
1243,akki oyage athe thiyena purse eka kohenda gatte,neutral,youtube,qKprWU4sIlg,,,
1244,bag supiri kade walata wada ganan,negative,youtube,qKprWU4sIlg,,,
1245,thawa videos ona kotuwe,positive,youtube,qKprWU4sIlg,,,
1246,ahamben dakka video eka godak watinawa subscribe kala,positive,youtube,qKprWU4sIlg,,,
1247,aniwaryen yanawa meka balala badu ganna,positive,youtube,qKprWU4sIlg,,,
1248,me tcl tv ekama mama dubai walin gaththata cost une 65k wage,neutral,youtube,MtgWRQ0vx5k,,,
1249,oyalage calculations weradi rawattanna epa minissuwa,negative,youtube,MtgWRQ0vx5k,,,
1250,jbl thiyenawada me shop eke,neutral,youtube,MtgWRQ0vx5k,,,
1251,owa aran amaruwe watenna epa minisunta ganna kiyanna epa,negative,youtube,MtgWRQ0vx5k,,,
1252,owaen badu ganne patta meeharak kisima wagakeemak neha,negative,youtube,MtgWRQ0vx5k,,,
1253,nangi mn lankawata eddi duty free eken allowance ekak thiyenawane,neutral,youtube,MtgWRQ0vx5k,,,
1254,mata help ekak denna puluwanda,neutral,youtube,MtgWRQ0vx5k,,,
1255,message eka apu gaman balanna awa mama,neutral,youtube,MtgWRQ0vx5k,,,
1256,mata degree karanna oni eth salli na mokak hari upadesak dennako,negative,youtube,BxfaQyf4PVc,,,
1257,n asaie channel ekata hari wenasak igena ganna deyak thiyenawa,positive,youtube,BxfaQyf4PVc,,,
1258,akke mata help ekak oni japan wala nadda,negative,youtube,wjQcXD7f-yY,,,
1259,mara watina video ekak thank you so much,positive,youtube,wjQcXD7f-yY,,,
1260,ado attama sathutui uba dn vidiya maru,positive,youtube,MGWSM30bN64,,,
1261,maruma video ekak,positive,youtube,MGWSM30bN64,,,
1262,details please business ekak patan ganna mehema badu ganna thanak kiyanna puluwanda,neutral,youtube,QL2J3Va-fJM,,,
1263,mata adum tikak aduwata ganna thank kiyannamama pidiyata adum viyaparayak karanna balaporoththu wanawa,positive,youtube,QL2J3Va-fJM,,,
1264,matath kiyanna thana,neutral,youtube,QL2J3Va-fJM,,,
1265,mata bisnas ekak karanna ona podiyata,neutral,youtube,QL2J3Va-fJM,,,
1266,mata oyawa contact karaganna number akak denna puluwanda,neutral,youtube,QL2J3Va-fJM,,,
1267,mata wisthra tikak laba denna puluwanda redi ganna then wal,neutral,youtube,QL2J3Va-fJM,,,
1268,mata podi udauwak one adu ganata koheda redi ganna thiyenne man podiyata kadatak patan ganna hithan inne loku udauwak mata,neutral,youtube,QL2J3Va-fJM,,,
1269,meke t shirt iwr velane mage size aye kohomada ganne eewa,negative,youtube,FJhCtD6SWJw,,,
1270,chinos ganna thenak kiyanna ko,neutral,youtube,FJhCtD6SWJw,,,
1271,delivery karanna kochchara kal yanawada,neutral,youtube,FJhCtD6SWJw,,,
1272,aiye ilaga video eken ganna hoda famous shoes varga tika gena gennako,neutral,youtube,FJhCtD6SWJw,,,
1273,price wadi ayiye polo shirt meyalage brand ekata wada aduwata ganna puluwan hoda polo shirt ekak meeta wada ganan aduwata,negative,youtube,FJhCtD6SWJw,,,
1274,hamadama balanawa digatama karanna mchan,positive,youtube,FJhCtD6SWJw,,,
1275,aiye kettuu kollekta regular denim adoth awul da,neutral,youtube,FJhCtD6SWJw,,,
1276,kalin hitiya thena gena mathak weddi man gena mata hithenawa aiya video balala dan inne thena gena mara sathutui jiwithe godak dewal igena gaththa good luck ayiya,positive,youtube,FJhCtD6SWJw,,,
1277,63 wathura wage us ketti kollekta galapena fashion tika kiyannako,neutral,youtube,FJhCtD6SWJw,,,
1278,aiye kama palane karanna amarui mokak hari kiyannako,negative,youtube,FJhCtD6SWJw,,,
1279,aiye kettuu kollanta galapena andum gena video ekak karanna puluwanda,neutral,youtube,FJhCtD6SWJw,,,
1280,dennam self improvement mage hobby eka wela,positive,youtube,FJhCtD6SWJw,,,
1281,mama kamathi baggi tshirt adala baggi kalisam adinna ethakota comfortable gathiyak danenawa,neutral,youtube,FJhCtD6SWJw,,,
1282,piliwelata video ekak karala thiyenawa bohoma sthuthi godak prayojanawath,positive,youtube,ehpAdqlRIfc,,,
1283,oya tamai milaganan pennala pahadiliwama hariyata video karala thiyenne puluwannam stationery item kitchen item milath ekka video ekak genna,positive,youtube,ehpAdqlRIfc,,,
1284,mama subscribe kala aththatama badu hariyata penna price ekath hariyata penna piliwelata karala thiyena video ekak,positive,youtube,ehpAdqlRIfc,,,
1285,hamadama sathutin inna nangi hinawela kala bila suba pathanawa oyata lassana future ekakata dear,positive,youtube,ehpAdqlRIfc,,,
1286,mamath kamathi redi ganna kohomada ganne kiyanawada,neutral,youtube,QL2J3Va-fJM,,,
1287,matath asai redi vyaparayak patan ganna mata udauwak karanna puluwanda,neutral,youtube,QL2J3Va-fJM,,,
1288,mama kemathi me redi business eka karanna eth kohomada genna ganne mata udau karanna,neutral,youtube,QL2J3Va-fJM,,,
1289,oyage upades walata thanks mata shop dekakata redi oni please danuwath karanna,positive,youtube,QL2J3Va-fJM,,,
1290,thank you malli mata denim frog aduwata ganna puluwan thanak kiyanna ko,positive,youtube,QL2J3Va-fJM,,,
1291,ayye matath set karala dennako 300000 wage kanna,neutral,youtube,QL2J3Va-fJM,,,
1292,malli mama abu dhabi inne lankawata awilla shop ekak open karanna udau denna puluwannam hondai,positive,youtube,QL2J3Va-fJM,,,
1293,mama gulf wala inne mama kadayak hadala thiyenne,neutral,youtube,QL2J3Va-fJM,,,
1294,kohomada ganna enna ona,neutral,youtube,QL2J3Va-fJM,,,
1295,mata thoga ganna oni oyalage whatsapp number dannako,neutral,youtube,QL2J3Va-fJM,,,
1296,mama kuwait inne awilla balamu mata business ekak karanna asai,neutral,youtube,QL2J3Va-fJM,,,
1297,matath udau karannako mamat kamati,neutral,youtube,QL2J3Va-fJM,,,
1298,bulk ganna thanak thiyenawanam details denna,neutral,youtube,QL2J3Va-fJM,,,
1299,me wage quality balaganne kohomada,neutral,youtube,QL2J3Va-fJM,,,
1300,koheda mewa thiyenne matath kamathi sambanda wenna,neutral,youtube,QL2J3Va-fJM,,,
1301,thanks oyata koheda aduwata redi ganna thiyenne danaganna puluwanda,positive,youtube,QL2J3Va-fJM,,,
1302,matath asai adum business karanna balamu,positive,youtube,QL2J3Va-fJM,,,
1303,mata one business akak patan ganna kiyanna kohomada me badu ganne mokada godak inne horu aki,negative,youtube,QL2J3Va-fJM,,,
1304,mata wadak karanna magawa iturukarapu medal 15000 ata thiyanawa udaw karanna,neutral,youtube,QL2J3Va-fJM,,,
1305,koheda thiyenne matath ganna oni visthara evanna amaruwen goda yanna uthsaha karana kenek man,neutral,youtube,QL2J3Va-fJM,,,
1306,matath sambanda karala denna puluwanda,neutral,youtube,QL2J3Va-fJM,,,
1307,printed tshirt batik redi plane tshirt batik frock elephant pant crop top thoga milata ganna puluwan than monawada delivery karana than monawada podi business ekak karanna hithan inne details kiyanna puluwanda,neutral,youtube,QL2J3Va-fJM,,,
1308,loku deyak igena gathta thank you,positive,youtube,OMNMzdRfnNQ,,,
1309,after 23 years i will share my brand name im following simplebook channel thank you so much for giving free advice,positive,youtube,OMNMzdRfnNQ,,,
1310,dawasaka man diyunu wenne simplebooks nisa,positive,youtube,OMNMzdRfnNQ,,,
1311,really useful insights consistency is key to success,positive,youtube,OMNMzdRfnNQ,,,
1312,2019 man gymshark dekala me wage brand ekak patan ganna try kala eth bari una,negative,youtube,OMNMzdRfnNQ,,,
1313,brother puluwan nam cold calling gena video ekak genna,neutral,youtube,OMNMzdRfnNQ,,,
1314,ayage katawen godak dewal ganna thiyenawa thank you,positive,youtube,OMNMzdRfnNQ,,,
1315,crypto trading walin profit eka kohomada tax return ekata danne,neutral,youtube,OMNMzdRfnNQ,,,
1316,mama carnage sub order ekak quality ekata supply denawa honda brand ekak,positive,youtube,OMNMzdRfnNQ,,,
1317,thanks me video eka dammata mage shop ekata loku danumak labuna,positive,youtube,OMNMzdRfnNQ,,,
1318,gedara idan karapu business eka shop ekakata geniyanna me video eka valuable una,positive,youtube,OMNMzdRfnNQ,,,
1319,me brand eka dan ballata gihilla customer service anthimai,negative,youtube,OMNMzdRfnNQ,,,
1320,carnage brand ekai lankawa choice ekai athara gap ekak thiyenawa,neutral,youtube,OMNMzdRfnNQ,,,
1321,customer ekekata katha karaddi respect karanna ona business ekak unoth,neutral,youtube,OMNMzdRfnNQ,,,
1322,mama business ekak patan gaththa thanks oyalata,positive,youtube,6Auu6wtylaw,,,
1323,oyala nisa mama igena gannawa thank you very much,positive,youtube,6Auu6wtylaw,,,
1324,the best channel of business seekers,positive,youtube,6Auu6wtylaw,,,
1325,patta bro thanks budu saranai jayawewa,positive,youtube,6Auu6wtylaw,,,
1326,aluth business ekak patan ganna yana kenekta meka watinawa,positive,youtube,6Auu6wtylaw,,,
1327,mama adum business ekak karanne me danumata sthuthi,positive,youtube,6Auu6wtylaw,,,
1328,meka patta lesson ekak,positive,youtube,6Auu6wtylaw,,,
1329,dawasaka mage brand ekath case study ekak wenawa thank you,positive,youtube,6Auu6wtylaw,,,
1330,me karana wade ratak jathiyak diri ganwana deyak,positive,youtube,6Auu6wtylaw,,,
1331,me video eka balala mata target ekak haduna,positive,youtube,6Auu6wtylaw,,,
1332,me video eka baluwata passe purchase karanna hithuna,positive,youtube,6Auu6wtylaw,,,
1333,oyage video godak prayojanawath mage wada walata,positive,youtube,6Auu6wtylaw,,,
1334,mama business ekak patan gaththa oyage ideas nisa student count eka wedi una,positive,youtube,6Auu6wtylaw,,,
1335,me videos walin moral ekak labenawa,positive,youtube,6Auu6wtylaw,,,
1336,online business ekak karaddi courier service eka manage karanne kohomada,neutral,youtube,6Auu6wtylaw,,,
